title,budget,Year,is_Nominated,Won,Animation,Comedy,Family,Adventure,Fantasy,Drama,Romance,Action,Crime,Thriller,History,Science,Fiction,Mystery,Horror,War,Foreign,Western,Documentary,Music,Biography,Sci-Fi,Film-Noir,Musical,Sport,month,Runtime,country,Metascore,imdbRating
The DUFF,8500000,2015,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20 Feb 2015,101 min,USA,56.0,6.5
Dark Dungeons,1000,2014,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14 Aug 2014,40 min,USA,,4.3
Anotherworld,40000,2008,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30 Nov 2010,109 min,Italy,,6.4
Of Horses and Men,10,2013,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 Mar 2015,81 min,"Iceland, Germany, Norway",74.0,6.8
The Fox and the Hound 2,24000000,2006,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 Dec 2006,69 min,USA,,5.3
Land,415000,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25 Dec 2016,128 min,"USA, Hong Kong",94.0,8.0
Bells from the Deep,517000,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,07 Sep 1993,60 min,"Germany, USA",,7.4
Line of Sight,100000,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,01 Jul 2012,60 min,USA,,7.5
Dream Team 1935,2620000,2012,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 Nov 2012,120 min,"Latvia, Switzerland",,8.0
Defenders of Riga,3550000,2007,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,01 Mar 2008,118 min,Latvia,,6.8
The Killing Jar,400000,2010,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,01 Jan 2010,92 min,USA,14.0,5.8
Project Almanac,12000000,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,30 Jan 2015,106 min,USA,47.0,6.4
Brooklyn,11000000,2015,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25 Nov 2015,117 min,"UK, Canada, Ireland, USA",88.0,7.5
A Walk in the Woods,8000000,2015,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02 Sep 2015,104 min,USA,51.0,6.3
99 Homes,8000000,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09 Oct 2015,112 min,USA,76.0,7.1
Aloft,8000000,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23 Jan 2015,112 min,"Spain, Canada, France",34.0,5.3
The Bronze,3500000,2016,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18 Mar 2016,100 min,USA,44.0,6.1
The D Train,447524,2015,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08 May 2015,101 min,"UK, USA",,5.0
The Diary of a Teenage Girl,2000000,2015,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28 Aug 2015,102 min,USA,87.0,6.9
Dope,700000,2015,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 Jun 2015,103 min,USA,72.0,7.2
The Veil of Twilight,1131974,2014,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10 Oct 2014,90 min,Norway,,5.3
Suing The Devil,97,2011,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26 Aug 2011,106 min,"USA, Australia",,4.1
Miss Julie,5500000,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 Sep 2014,129 min,"Norway, UK, France, Ireland",56.0,5.4
Evilenko,9700000,2004,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16 Apr 2004,111 min,Italy,,6.2
Foreign Body,1500000,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05 Dec 2014,117 min,"Poland, Italy, Russia",,4.6
The Loft,14000000,2014,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 Jan 2015,108 min,"Belgium, USA",24.0,6.3
Vice,10000000,2015,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,25 Dec 2018,132 min,USA,61.0,7.2
Lost River,2000000,2015,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 Apr 2015,95 min,USA,42.0,5.8
Fear Clinic,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,09 Jul 2015,95 min,USA,,4.9
Battletruck,1000000,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,01 Apr 1982,91 min,New Zealand,,5.0
Italiano medio,1816720,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29 Jan 2015,90 min,Italy,,6.1
Calculator,2200000,2014,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,8 min,Germany,,4.9
Reach Me,5000000,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21 Nov 2014,95 min,USA,21.0,4.9
What the Day Owes the Night,17,2012,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 Sep 2012,162 min,France,,7.8
Project Viper,500000,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,20 Apr 2002,85 min,USA,,3.7
Hardwired,5000000,2009,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,03 Nov 2009,94 min,"Canada, USA",,4.7
Loose Screws,945000,1985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 Mar 2016,100 min,USA,,
The Glory Brigade,850000,1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20 May 1953,82 min,USA,,6.2
Love Is My Profession,750000,1958,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 Sep 1958,105 min,"France, Italy",,6.8
The Hateful Eight,44000000,2015,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,30 Dec 2015,168 min,USA,68.0,7.8
Wild Card,30000000,2015,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14 Jan 2015,92 min,USA,40.0,5.6
Valley of Flowers,6000000,2006,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24 Jan 2007,155 min,"India, France, Japan, Germany",,7.0
Paper Towns,12000000,2015,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24 Jul 2015,109 min,USA,56.0,6.3
The Wedding Ringer,23000000,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16 Jan 2015,101 min,USA,35.0,6.6
Absence of the Good,17,1999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15 Oct 1999,95 min,USA,,5.3
Hits,1000000,2014,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21 Jan 2014,96 min,USA,45.0,5.8
The Master Plan,3500000,2015,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16 Jan 2015,91 min,Sweden,,5.5
The Boy Next Door,4000000,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23 Jan 2015,91 min,USA,30.0,4.7
Hearty Paws,2,2006,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15 Mar 2007,97 min,South Korea,,7.3
Cloud 9,98,2008,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 Jan 2014,85 min,USA,,6.6
Home Sweet Hell,3000000,2015,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 Feb 2015,98 min,USA,22.0,5.4
The Dark Valley,6350000,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13 Feb 2014,115 min,"Austria, Germany",,7.1
Crimson Peak,55000000,2015,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,16 Oct 2015,119 min,"Canada, USA, Mexico",66.0,6.5
Anbe Sivam,1700000,2003,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14 Jan 2003,160 min,India,,8.8
Heckler,250000,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,04 Nov 2007,80 min,USA,,6.1
Hollywood between Paranoia and Sci-Fi. The Power of Myth,118399,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,06 May 2011,55 min,France,,6.1
"Honey, We Shrunk Ourselves",7000000,1997,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18 Mar 1997,74 min,USA,,5.0
Hot Tub Time Machine 2,14000000,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20 Feb 2015,93 min,USA,29.0,5.1
The Stone Council,22000000,2006,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15 Nov 2006,102 min,"France, Italy, Germany",,4.8
Lascars,12500000,2009,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 Jun 2009,96 min,"France, Germany",,7.0
Out of Nature,950000,2014,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 Sep 2014,80 min,Norway,,7.0
Superfast!,20000000,2015,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 Apr 2015,99 min,USA,,4.1
Fort Saganne,6000000,1984,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11 May 1984,180 min,France,,6.2
A Gun For Jennifer,500000,1997,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14 Jan 1998,85 min,USA,,5.8
Sexual Predator,1000000,2001,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 Feb 2002,85 min,USA,,4.4
Focus,50100000,2015,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27 Feb 2015,105 min,"USA, Argentina",56.0,6.6
The SpongeBob Movie: Sponge Out of Water,74000000,2015,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06 Feb 2015,92 min,"USA, South Korea, Australia",62.0,6.0
Demonic,3000000,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10 Oct 2017,83 min,USA,,5.3
The Second Best Exotic Marigold Hotel,10000000,2015,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06 Mar 2015,122 min,"UK, USA",51.0,6.6
Piggy,900000,2012,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04 May 2012,106 min,UK,,5.6
Tracers,11000000,2015,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20 Mar 2015,94 min,USA,45.0,5.6
Wolf Totem,38000000,2015,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 Feb 2015,121 min,"China, France",58.0,6.7
The Lazarus Effect,3300000,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27 Feb 2015,83 min,USA,31.0,5.2
Unfinished Business,35000000,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06 Mar 2015,91 min,USA,32.0,5.4
Gods,2000000,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 Oct 2014,120 min,Poland,,7.7
The Connection,26000000,2014,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15 May 2015,135 min,"France, Belgium",67.0,7.1
Soulless,2800000,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04 Oct 2012,100 min,Russia,,6.4
Arc,650000,2006,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20 Oct 2006,113 min,USA,,6.2
Raanjhanaa,6400000,2013,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21 Jun 2013,140 min,India,,7.6
Bikes vs Cars,90,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,04 Dec 2015,90 min,Sweden,68.0,7.2
To Write Love on Her Arms,3400000,2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,03 Mar 2015,102 min,USA,,6.6
Run All Night,50000000,2015,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13 Mar 2015,114 min,USA,59.0,6.6
Stand by Me Doraemon,35000000,2014,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08 Aug 2014,95 min,"Japan, USA",,7.4
Found,8000,2012,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10 Jan 2017,103 min,USA,41.0,5.8
Road Hard,1500000,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06 Mar 2015,98 min,USA,50.0,6.1
Enquiring Minds: The Untold Story of the Man Behind the National Enquirer,750000,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16 Oct 2014,98 min,USA,,6.9
The Hollow,900000,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,08 Jun 2018,24 min,Canada,,7.2
Don't Let Him In,1150000,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,09 Aug 2011,80 min,UK,,3.4
Dyke Hard,30000,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06 Mar 2015,90 min,Sweden,,4.9
Grizzly,750000,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21 May 1976,91 min,USA,25.0,5.3
Silent Sonata,2000000,2011,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,01 Sep 2010,77 min,"Slovenia, Ireland, Finland, Sweden",,7.1
Wolfsburg,3510000,2003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25 Sep 2003,90 min,Germany,,7.2
Who Saw Her Die?,1000000,1972,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12 May 1972,90 min,"Italy, Monaco",,6.6
8 Minutes Idle,400000,2012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15 Jan 2014,86 min,UK,,5.4
Mega Piranha,3000000,2010,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,10 Apr 2010,92 min,USA,,2.4
Pan,150000000,2015,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09 Oct 2015,111 min,"USA, UK, Australia",36.0,5.7
While We're Young,10000000,2015,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17 Apr 2015,97 min,USA,77.0,6.3
Suite Française,15000000,2014,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13 Mar 2015,107 min,"UK, France, Canada, Belgium, USA",63.0,7.0
Insurgent,110000000,2015,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20 Mar 2015,119 min,USA,42.0,6.2
Big Game,8500000,2014,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26 Jun 2015,110 min,"UK, Finland, Germany",53.0,5.4
La vérité si je mens !,4000000,1997,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02 May 1997,100 min,France,,6.3
Home,135000000,2015,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,27 Mar 2015,94 min,USA,55.0,6.6
Something Wicked,3000000,2014,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11 Apr 2014,95 min,USA,,4.6
Midnight Special,18000000,2016,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,21 Apr 2016,112 min,"USA, Greece",76.0,6.6
The Gunman,40000000,2015,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20 Mar 2015,115 min,"USA, Spain, UK, France",39.0,5.8
Escobar: Paradise Lost,17000000,2014,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26 Jun 2015,120 min,"France, Spain, Belgium, Panama",56.0,6.5
Face-Off,600,1971,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24 Jul 2011,3 min,USA,,
Furious 7,190000000,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 Apr 2015,137 min,"USA, China, Japan, Canada, United Arab Emirates",67.0,7.2
Unfriended,1000000,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17 Apr 2015,83 min,"USA, Russia",59.0,5.5
Bolero,7000000,1984,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31 Aug 1984,105 min,USA,13.0,3.0
Julie Darling,2000000,1983,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,07 Nov 1985,100 min,"West Germany, Canada",,6.1
Beat the Drum,2000000,2003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02 Nov 2006,114 min,"South Africa, USA",,7.2
Child 44,50000000,2015,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 Apr 2015,137 min,"Czech Republic, UK, USA, Russia",41.0,6.5
Legend No. 17,7720000,2013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18 Apr 2013,134 min,Russia,,7.6
Get Hard,40000000,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27 Mar 2015,100 min,USA,34.0,6.0
Hellgate,5000000,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,08 Aug 1990,91 min,"USA, South Africa",,3.4
20 Years After,1000000,2008,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,95 min,USA,,3.2
Hui Buh,10000000,2006,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20 Jul 2006,103 min,Germany,,4.6
Saving Santa,7500000,2013,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05 Nov 2013,83 min,"UK, USA, India",,5.4
Night of the Living Dorks,4410000,2004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,04 Nov 2004,89 min,Germany,,5.6
A Second Chance,4700000,2014,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15 Jan 2015,102 min,"Denmark, Sweden",35.0,6.8
App,2000000,2013,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09 May 2014,75 min,Netherlands,,5.5
What Men Talk About,1950000,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04 Mar 2010,93 min,Russia,,7.6
Kung Fu Jungle,25000000,2014,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24 Apr 2015,100 min,"China, Hong Kong",66.0,6.5
The Odd Angry Shot,600000,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,01 Mar 1979,92 min,Australia,,6.7
Deep Space,1500000,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,14 Apr 1988,90 min,USA,,4.5
Shadowheart,10000000,2009,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,04 Aug 2009,115 min,USA,,4.5
The Rig,3000000,2010,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,05 Oct 2010,94 min,USA,,3.2
The Unknown Cyclist,2000000,1998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 Oct 1998,96 min,USA,,5.9
Walter,700000,2015,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29 May 2015,94 min,USA,36.0,5.3
Kristy,6900000,2014,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,05 Nov 2015,86 min,USA,,5.9
The Humbling,2000000,2014,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23 Jan 2015,112 min,"USA, Italy",59.0,5.6
Running Hot,500000,1984,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 Feb 1984,95 min,USA,,5.9
Infinitely Polar Bear,6700000,2014,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 Jun 2015,90 min,USA,64.0,7.0
Woman in Gold,11000000,2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 Apr 2015,109 min,UK,51.0,7.3
Sole Survivor,350000,1983,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27 Jan 1984,85 min,USA,,6.1
Samba,20000000,2014,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15 Oct 2014,118 min,France,53.0,6.7
Cut Bank,5000000,2014,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 Apr 2015,93 min,USA,44.0,6.0
Space Dogs,25000000,2010,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26 Jul 2013,85 min,Russia,,5.1
One Dark Night,978000,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25 Feb 1983,89 min,USA,,5.7
Tomorrowland,190000000,2015,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,22 May 2015,130 min,"USA, Spain, France, Canada, UK",60.0,6.4
Long Live Freedom,5000000,2013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14 Feb 2013,94 min,Italy,42.0,7.0
Far from Men,7700000,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14 Apr 2015,101 min,France,74.0,7.2
Paul Blart: Mall Cop 2,38000000,2015,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 Apr 2015,94 min,USA,13.0,4.4
The Bitter Buddha,250000,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15 Feb 2013,90 min,USA,72.0,7.2
Parts Per Billion,500000,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,06 Jan 2015,98 min,USA,,4.3
Alléluia,3673315,2014,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12 Nov 2014,93 min,"Belgium, France",72.0,6.2
Muffin Top: A Love Story,1100000,2014,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 Jan 2017,97 min,USA,,4.7
